k,Q_D,P_D,E_TES,Qin_TES,Qout_TES,Pgrid,dB1,dB2,dCHP1,dCHP2,Qin_B1,Qin_B2,Qout_B1,Qout_B2,Qin_CHP1,Qin_CHP2,Qout_CHP1,Qout_CHP2,Pout_CHP1,Pout_CHP2
65,518.6132248,779.3760622,158.66035690144682,0.0,48.613224799999955,399.25171997039456,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054
66,526.7424659,714.0545666,106.82507300122246,0.0,56.7424658999999,333.9302243703946,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054
67,391.8111945,585.2046364,46.71264034209246,78.1888055,0.0,205.0802941703946,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
68,389.7409138,585.2046364,120.5736954480311,80.25908620000448,0.0,205.08029417038995,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309872,0.0,470.0,0.0,380.1243422296101,0.0
69,389.7409138,585.2046364,196.02819171084656,80.25908620000448,0.0,205.08029417038995,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309872,0.0,470.0,0.0,380.1243422296101
70,357.0534765,396.6608949,271.1063209463031,112.94652350000004,0.0,16.5365526703946,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054
71,357.0534765,396.6608949,376.78555668172794,0.0,357.0534765,396.6608949,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,360.5377905,396.6608949,0.0,57.90371394376733,0.0,71.6913084464303,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,858.5978773140984,0.0,418.4415044437673,0.0,324.9695864535697,0.0
73,357.0534765,396.6608949,54.871296444532234,112.94652350000004,0.0,16.5365526703946,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054
74,364.022102,396.6608949,161.62911248217193,105.97789800000001,0.0,16.5365526703946,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,0.0,977.1309771309772,0.0,470.0,0.0,380.1243422296054,0.0
75,353.569165,396.6608949,261.25074195085085,0.0,247.569165,396.6608949,-0.0,1.0,-0.0,-0.0,0.0,114.61249999999995,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0
76,358.7956335,396.6608949,0.0,17.45080405460217,0.0,116.82952638933267,-0.0,-0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,761.5913215293518,0.0,376.2464375546021,0.0,279.83136851066735
